"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
BIBB MEDICAL CENTER,010058,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BIBB MEDICAL CENTER,010058,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BIBB MEDICAL CENTER,010058,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BIBB MEDICAL CENTER,010058,AL,READM-30-PN-HRRP,N/A,,0.9501,14.5243,15.2873,Too Few to Report,07/01/2018,06/30/2021
BIBB MEDICAL CENTER,010058,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BIBB MEDICAL CENTER,010058,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-PN-HRRP,59,,1.0255,18.8133,18.3462,13,07/01/2018,06/30/2021
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-COPD-HRRP,N/A,,1.0135,19.1243,18.8693,Too Few to Report,07/01/2018,06/30/2021
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HF-HRRP,N/A,,0.9467,17.8644,18.8711,Too Few to Report,07/01/2018,06/30/2021
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.1186,4.0951,3.6608,Too Few to Report,07/01/2018,06/30/2021
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-PN-HRRP,88,,1.0168,15.6744,15.4147,15,07/01/2018,06/30/2021
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-COPD-HRRP,89,,0.9961,18.3201,18.3925,16,07/01/2018,06/30/2021
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-PN-HRRP,N/A,,0.9819,16.0452,16.3414,Too Few to Report,07/01/2018,06/30/2021
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-COPD-HRRP,N/A,,0.9526,17.9777,18.8729,Too Few to Report,07/01/2018,06/30/2021
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HF-HRRP,N/A,,0.9508,20.2524,21.3005,Too Few to Report,07/01/2018,06/30/2021
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HF-HRRP,123,,0.9567,20.2311,21.1457,22,07/01/2018,06/30/2021
RUSSELL MEDICAL CENTER,010065,AL,READM-30-PN-HRRP,103,,1.0235,16.7909,16.4051,19,07/01/2018,06/30/2021
RUSSELL MEDICAL CENTER,010065,AL,READM-30-COPD-HRRP,N/A,,0.9794,17.3373,17.7017,Too Few to Report,07/01/2018,06/30/2021
RUSSELL MEDICAL CENTER,010065,AL,READM-30-AMI-HRRP,N/A,,0.9901,15.0760,15.2269,Too Few to Report,07/01/2018,06/30/2021
RUSSELL MEDICAL CENTER,010065,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MEDICAL CENTER BARBOUR,010069,AL,READM-30-PN-HRRP,N/A,,1.0011,13.4527,13.4373,Too Few to Report,07/01/2018,06/30/2021
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HF-HRRP,N/A,,0.9976,18.8065,18.8522,Too Few to Report,07/01/2018,06/30/2021
MEDICAL CENTER BARBOUR,010069,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MEDICAL CENTER BARBOUR,010069,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MEDICAL CENTER BARBOUR,010069,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HF-HRRP,N/A,,0.9498,16.2806,17.1418,Too Few to Report,07/01/2018,06/30/2021
CLAY COUNTY HOSPITAL,010073,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CLAY COUNTY HOSPITAL,010073,AL,READM-30-PN-HRRP,N/A,,0.9972,12.3465,12.3814,Too Few to Report,07/01/2018,06/30/2021
CLAY COUNTY HOSPITAL,010073,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CLAY COUNTY HOSPITAL,010073,AL,READM-30-COPD-HRRP,N/A,,0.9886,15.1788,15.3535,Too Few to Report,07/01/2018,06/30/2021
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HF-HRRP,302,,0.9538,19.8992,20.8627,57,07/01/2018,06/30/2021
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HIP-KNEE-HRRP,206,,1.1585,4.6115,3.9805,12,07/01/2018,06/30/2021
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-COPD-HRRP,239,,0.9706,18.1301,18.6791,41,07/01/2018,06/30/2021
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-PN-HRRP,272,,0.9118,15.7582,17.2828,36,07/01/2018,06/30/2021
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-AMI-HRRP,193,,0.9077,14.0295,15.4563,22,07/01/2018,06/30/2021
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9191,3.5033,3.8118,Too Few to Report,07/01/2018,06/30/2021
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HF-HRRP,146,,1.0567,21.5040,20.3507,35,07/01/2018,06/30/2021
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-PN-HRRP,174,,1.0555,15.5728,14.7546,31,07/01/2018,06/30/2021
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-COPD-HRRP,87,,0.9777,16.9015,17.2869,13,07/01/2018,06/30/2021
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.0232,4.2757,4.1788,Too Few to Report,07/01/2018,06/30/2021
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-PN-HRRP,270,,1.0288,16.9996,16.5233,48,07/01/2018,06/30/2021
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HF-HRRP,259,,0.9705,21.2322,21.8773,53,07/01/2018,06/30/2021
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-COPD-HRRP,158,,0.9616,19.0271,19.7871,27,07/01/2018,06/30/2021
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-AMI-HRRP,90,,1.0027,14.2869,14.2485,13,07/01/2018,06/30/2021
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.2003,6.1859,5.1537,Too Few to Report,07/01/2018,06/30/2021
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HF-HRRP,389,,0.9828,20.3419,20.6970,78,07/01/2018,06/30/2021
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-AMI-HRRP,N/A,,1.0463,16.8249,16.0797,Too Few to Report,07/01/2018,06/30/2021
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-PN-HRRP,448,,1.0398,16.9891,16.3382,79,07/01/2018,06/30/2021
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-COPD-HRRP,210,,1.0005,17.5999,17.5906,37,07/01/2018,06/30/2021
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-COPD-HRRP,N/A,,0.9491,16.1921,17.0609,Too Few to Report,07/01/2018,06/30/2021
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-PN-HRRP,N/A,,0.9789,14.2102,14.5158,Too Few to Report,07/01/2018,06/30/2021
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HF-HRRP,N/A,,0.9550,17.2221,18.0328,Too Few to Report,07/01/2018,06/30/2021
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-PN-HRRP,N/A,,0.9468,17.6496,18.6415,Too Few to Report,07/01/2018,06/30/2021
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9553,4.8364,5.0626,Too Few to Report,07/01/2018,06/30/2021
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-COPD-HRRP,119,,1.0675,19.2950,18.0753,28,07/01/2018,06/30/2021
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HF-HRRP,139,,1.0589,23.1236,21.8373,36,07/01/2018,06/30/2021
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-PN-HRRP,168,,0.9983,15.5500,15.5764,26,07/01/2018,06/30/2021
PROVIDENCE HOSPITAL,010090,AL,READM-30-PN-HRRP,340,,0.9657,15.4583,16.0080,50,07/01/2018,06/30/2021
PROVIDENCE HOSPITAL,010090,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8641,3.2719,3.7865,Too Few to Report,07/01/2018,06/30/2021
PROVIDENCE HOSPITAL,010090,AL,READM-30-HF-HRRP,373,,0.9738,20.0342,20.5730,73,07/01/2018,06/30/2021
PROVIDENCE HOSPITAL,010090,AL,READM-30-CABG-HRRP,85,,1.0515,12.7701,12.1443,12,07/01/2018,06/30/2021
PROVIDENCE HOSPITAL,010090,AL,READM-30-COPD-HRRP,132,,1.0017,17.3253,17.2956,23,07/01/2018,06/30/2021
PROVIDENCE HOSPITAL,010090,AL,READM-30-AMI-HRRP,178,,0.9812,12.9044,13.1520,22,07/01/2018,06/30/2021
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-PN-HRRP,N/A,,0.9710,12.7711,13.1528,Too Few to Report,07/01/2018,06/30/2021
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-PN-HRRP,716,,1.1349,19.7541,17.4066,151,07/01/2018,06/30/2021
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-COPD-HRRP,470,,0.9984,20.6649,20.6973,97,07/01/2018,06/30/2021
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HIP-KNEE-HRRP,313,,1.0679,4.4343,4.1524,15,07/01/2018,06/30/2021
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-AMI-HRRP,241,,0.9098,12.8124,14.0832,26,07/01/2018,06/30/2021
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HF-HRRP,763,,1.0019,21.6086,21.5674,165,07/01/2018,06/30/2021
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-CABG-HRRP,N/A,,1.0681,11.2778,10.5586,Too Few to Report,07/01/2018,06/30/2021
HALE COUNTY HOSPITAL,010095,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HALE COUNTY HOSPITAL,010095,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HALE COUNTY HOSPITAL,010095,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HALE COUNTY HOSPITAL,010095,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HALE COUNTY HOSPITAL,010095,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HALE COUNTY HOSPITAL,010095,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HF-HRRP,N/A,,0.9795,18.0753,18.4528,Too Few to Report,07/01/2018,06/30/2021
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-PN-HRRP,N/A,,0.9956,13.1080,13.1655,Too Few to Report,07/01/2018,06/30/2021
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-COPD-HRRP,N/A,,0.9709,13.1702,13.5645,Too Few to Report,07/01/2018,06/30/2021
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
THOMAS HOSPITAL,010100,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8658,3.5901,4.1465,Too Few to Report,07/01/2018,06/30/2021
THOMAS HOSPITAL,010100,AL,READM-30-COPD-HRRP,78,,0.9598,18.1823,18.9429,11,07/01/2018,06/30/2021
THOMAS HOSPITAL,010100,AL,READM-30-PN-HRRP,283,,0.9835,15.2704,15.5270,42,07/01/2018,06/30/2021
THOMAS HOSPITAL,010100,AL,READM-30-CABG-HRRP,150,,1.0968,13.2648,12.0940,22,07/01/2018,06/30/2021
THOMAS HOSPITAL,010100,AL,READM-30-AMI-HRRP,159,,1.0968,14.6112,13.3211,28,07/01/2018,06/30/2021
THOMAS HOSPITAL,010100,AL,READM-30-HF-HRRP,276,,1.0372,21.2362,20.4754,61,07/01/2018,06/30/2021
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-PN-HRRP,69,,1.0110,16.2154,16.0385,12,07/01/2018,06/30/2021
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-COPD-HRRP,N/A,,0.9711,17.8950,18.4282,Too Few to Report,07/01/2018,06/30/2021
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HF-HRRP,62,,1.0990,22.2497,20.2453,20,07/01/2018,06/30/2021
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
J PAUL JONES HOSPITAL,010102,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
J PAUL JONES HOSPITAL,010102,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
J PAUL JONES HOSPITAL,010102,AL,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
J PAUL JONES HOSPITAL,010102,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
J PAUL JONES HOSPITAL,010102,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
J PAUL JONES HOSPITAL,010102,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-COPD-HRRP,93,,1.0380,20.4852,19.7349,22,07/01/2018,06/30/2021
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-PN-HRRP,152,,1.0219,19.9453,19.5171,32,07/01/2018,06/30/2021
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-CABG-HRRP,N/A,,1.0005,11.9855,11.9797,Too Few to Report,07/01/2018,06/30/2021
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HF-HRRP,232,,1.0367,22.2458,21.4589,54,07/01/2018,06/30/2021
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-AMI-HRRP,139,,0.9499,14.1665,14.9132,17,07/01/2018,06/30/2021
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9504,4.5087,4.7441,Too Few to Report,07/01/2018,06/30/2021
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,432,,1.0913,4.7436,4.3469,22,07/01/2018,06/30/2021
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-AMI-HRRP,215,,1.0199,15.3303,15.0312,34,07/01/2018,06/30/2021
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-PN-HRRP,352,,1.0078,18.0148,17.8752,64,07/01/2018,06/30/2021
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HF-HRRP,478,,1.0175,22.3518,21.9673,108,07/01/2018,06/30/2021
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-COPD-HRRP,171,,1.0189,21.3392,20.9438,38,07/01/2018,06/30/2021
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-CABG-HRRP,93,,1.1136,13.4951,12.1185,15,07/01/2018,06/30/2021
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-PN-HRRP,151,,0.9818,16.7963,17.1085,24,07/01/2018,06/30/2021
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HF-HRRP,134,,0.9736,20.7165,21.2781,26,07/01/2018,06/30/2021
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-COPD-HRRP,127,,0.9075,19.4786,21.4649,17,07/01/2018,06/30/2021
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-COPD-HRRP,N/A,,1.0164,17.0791,16.8043,Too Few to Report,07/01/2018,06/30/2021
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-PN-HRRP,N/A,,0.9977,14.6148,14.6480,Too Few to Report,07/01/2018,06/30/2021
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HF-HRRP,N/A,,0.9752,19.6901,20.1900,Too Few to Report,07/01/2018,06/30/2021
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HF-HRRP,468,,1.0027,21.3290,21.2706,100,07/01/2018,06/30/2021
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-PN-HRRP,449,,1.0697,18.4641,17.2615,88,07/01/2018,06/30/2021
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9365,3.5268,3.7658,Too Few to Report,07/01/2018,06/30/2021
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-COPD-HRRP,222,,0.9550,18.2802,19.1421,37,07/01/2018,06/30/2021
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-CABG-HRRP,72,,1.2574,14.8615,11.8193,16,07/01/2018,06/30/2021
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-AMI-HRRP,185,,1.1407,17.2728,15.1429,39,07/01/2018,06/30/2021
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-PN-HRRP,143,,0.9767,15.9023,16.2808,21,07/01/2018,06/30/2021
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-COPD-HRRP,90,,1.0349,19.2411,18.5925,20,07/01/2018,06/30/2021
